timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], clocks.current.sm [MHz], power.draw [W], temperature.gpu
2025/09/12 13:26:56.400, 0, 1 %, 1 %, 1311 MiB, 12282 MiB, 2610 MHz, 31.86 W, 31
2025/09/12 13:26:57.414, 0, 1 %, 1 %, 1332 MiB, 12282 MiB, 2610 MHz, 31.84 W, 31
2025/09/12 13:26:58.418, 0, 1 %, 1 %, 1334 MiB, 12282 MiB, 2610 MHz, 31.46 W, 31
2025/09/12 13:26:59.422, 0, 3 %, 11 %, 1341 MiB, 12282 MiB, 480 MHz, 20.63 W, 30
2025/09/12 13:27:00.426, 0, 5 %, 10 %, 1322 MiB, 12282 MiB, 285 MHz, 14.33 W, 30
2025/09/12 13:27:01.434, 0, 8 %, 33 %, 1313 MiB, 12282 MiB, 210 MHz, 11.65 W, 30
2025/09/12 13:27:02.439, 0, 7 %, 35 %, 1293 MiB, 12282 MiB, 210 MHz, 8.95 W, 30
2025/09/12 13:27:03.443, 0, 14 %, 30 %, 1302 MiB, 12282 MiB, 2610 MHz, 10.19 W, 30
2025/09/12 13:27:04.446, 0, 0 %, 1 %, 1304 MiB, 12282 MiB, 2610 MHz, 30.38 W, 31
2025/09/12 13:27:05.453, 0, 0 %, 1 %, 1302 MiB, 12282 MiB, 2610 MHz, 30.80 W, 31
2025/09/12 13:27:06.456, 0, 0 %, 1 %, 1300 MiB, 12282 MiB, 555 MHz, 29.99 W, 30
2025/09/12 13:27:07.459, 0, 12 %, 17 %, 1325 MiB, 12282 MiB, 345 MHz, 20.23 W, 30
2025/09/12 13:27:08.467, 0, 4 %, 6 %, 1325 MiB, 12282 MiB, 225 MHz, 14.57 W, 30
2025/09/12 13:27:09.471, 0, 0 %, 1 %, 1325 MiB, 12282 MiB, 2610 MHz, 26.96 W, 31
2025/09/12 13:27:10.475, 0, 2 %, 1 %, 1314 MiB, 12282 MiB, 2610 MHz, 31.78 W, 31
2025/09/12 13:27:11.478, 0, 2 %, 1 %, 1321 MiB, 12282 MiB, 2610 MHz, 32.26 W, 31
2025/09/12 13:27:12.480, 0, 5 %, 13 %, 1326 MiB, 12282 MiB, 570 MHz, 26.55 W, 31
2025/09/12 13:27:13.483, 0, 7 %, 10 %, 1312 MiB, 12282 MiB, 345 MHz, 18.84 W, 30
2025/09/12 13:27:14.486, 0, 7 %, 12 %, 1301 MiB, 12282 MiB, 225 MHz, 15.03 W, 30
2025/09/12 13:27:15.491, 0, 9 %, 31 %, 1324 MiB, 12282 MiB, 210 MHz, 14.44 W, 30
2025/09/12 13:27:16.496, 0, 7 %, 23 %, 1327 MiB, 12282 MiB, 210 MHz, 9.19 W, 30
2025/09/12 13:27:17.502, 0, 10 %, 33 %, 1358 MiB, 12282 MiB, 210 MHz, 8.94 W, 30
2025/09/12 13:27:18.507, 0, 9 %, 31 %, 1352 MiB, 12282 MiB, 210 MHz, 8.40 W, 30
2025/09/12 13:27:19.512, 0, 13 %, 40 %, 1362 MiB, 12282 MiB, 210 MHz, 8.46 W, 30
2025/09/12 13:27:20.516, 0, 2 %, 1 %, 1353 MiB, 12282 MiB, 2610 MHz, 19.71 W, 30
2025/09/12 13:27:21.519, 0, 2 %, 1 %, 1361 MiB, 12282 MiB, 2610 MHz, 32.17 W, 31
2025/09/12 13:27:22.522, 0, 2 %, 1 %, 1383 MiB, 12282 MiB, 2610 MHz, 31.41 W, 31
2025/09/12 13:27:23.525, 0, 0 %, 0 %, 1383 MiB, 12282 MiB, 2610 MHz, 30.35 W, 31
2025/09/12 13:27:24.528, 0, 4 %, 13 %, 1374 MiB, 12282 MiB, 435 MHz, 21.07 W, 30
2025/09/12 13:27:25.540, 0, 5 %, 14 %, 1360 MiB, 12282 MiB, 285 MHz, 16.01 W, 30
2025/09/12 13:27:26.548, 0, 7 %, 38 %, 1316 MiB, 12282 MiB, 210 MHz, 14.17 W, 30
2025/09/12 13:27:28.555, 0, 1 %, 1 %, 1291 MiB, 12282 MiB, 2610 MHz, 18.21 W, 31
2025/09/12 13:27:29.560, 0, 1 %, 1 %, 1295 MiB, 12282 MiB, 2610 MHz, 30.66 W, 31
2025/09/12 13:27:30.563, 0, 1 %, 1 %, 1295 MiB, 12282 MiB, 2610 MHz, 31.02 W, 31
2025/09/12 13:27:31.566, 0, 0 %, 1 %, 1295 MiB, 12282 MiB, 600 MHz, 31.03 W, 31
2025/09/12 13:27:32.572, 0, 0 %, 7 %, 1294 MiB, 12282 MiB, 375 MHz, 19.27 W, 31
2025/09/12 13:27:33.577, 0, 2 %, 9 %, 1295 MiB, 12282 MiB, 240 MHz, 14.00 W, 30
2025/09/12 13:27:34.581, 0, 6 %, 19 %, 1295 MiB, 12282 MiB, 210 MHz, 8.59 W, 30
2025/09/12 13:27:35.587, 0, 3 %, 19 %, 1295 MiB, 12282 MiB, 210 MHz, 8.05 W, 30
2025/09/12 13:27:36.592, 0, 3 %, 31 %, 1295 MiB, 12282 MiB, 210 MHz, 8.78 W, 30
2025/09/12 13:27:37.597, 0, 8 %, 32 %, 1295 MiB, 12282 MiB, 210 MHz, 8.18 W, 30
2025/09/12 13:27:38.603, 0, 3 %, 24 %, 1295 MiB, 12282 MiB, 210 MHz, 7.61 W, 30
2025/09/12 13:27:39.610, 0, 3 %, 22 %, 1295 MiB, 12282 MiB, 210 MHz, 7.81 W, 30
2025/09/12 13:27:40.616, 0, 2 %, 38 %, 1295 MiB, 12282 MiB, 210 MHz, 8.29 W, 30
2025/09/12 13:27:41.620, 0, 3 %, 22 %, 1295 MiB, 12282 MiB, 210 MHz, 8.51 W, 30
2025/09/12 13:27:42.624, 0, 5 %, 26 %, 1295 MiB, 12282 MiB, 210 MHz, 8.17 W, 30
2025/09/12 13:27:43.630, 0, 1 %, 31 %, 1295 MiB, 12282 MiB, 210 MHz, 7.53 W, 30
2025/09/12 13:27:44.634, 0, 5 %, 29 %, 1295 MiB, 12282 MiB, 210 MHz, 7.50 W, 30
2025/09/12 13:27:45.639, 0, 4 %, 29 %, 1295 MiB, 12282 MiB, 210 MHz, 8.40 W, 30
2025/09/12 13:27:46.643, 0, 3 %, 29 %, 1295 MiB, 12282 MiB, 210 MHz, 8.77 W, 30
2025/09/12 13:27:47.647, 0, 4 %, 19 %, 1294 MiB, 12282 MiB, 210 MHz, 7.86 W, 30
2025/09/12 13:27:48.651, 0, 3 %, 33 %, 1294 MiB, 12282 MiB, 210 MHz, 7.43 W, 30
2025/09/12 13:27:49.655, 0, 1 %, 61 %, 1294 MiB, 12282 MiB, 210 MHz, 7.32 W, 30
2025/09/12 13:27:50.659, 0, 1 %, 48 %, 1294 MiB, 12282 MiB, 210 MHz, 7.92 W, 30
2025/09/12 13:27:51.663, 0, 1 %, 66 %, 1294 MiB, 12282 MiB, 210 MHz, 8.07 W, 30
2025/09/12 13:27:52.668, 0, 5 %, 33 %, 1296 MiB, 12282 MiB, 210 MHz, 7.41 W, 30
2025/09/12 13:27:53.673, 0, 0 %, 35 %, 1296 MiB, 12282 MiB, 210 MHz, 6.66 W, 30
2025/09/12 13:27:54.677, 0, 0 %, 57 %, 1296 MiB, 12282 MiB, 210 MHz, 7.27 W, 30
2025/09/12 13:27:55.681, 0, 0 %, 61 %, 1296 MiB, 12282 MiB, 210 MHz, 8.02 W, 30
2025/09/12 13:27:56.685, 0, 0 %, 68 %, 1296 MiB, 12282 MiB, 210 MHz, 7.97 W, 30
2025/09/12 13:27:57.690, 0, 0 %, 65 %, 1296 MiB, 12282 MiB, 210 MHz, 7.25 W, 30
2025/09/12 13:27:58.695, 0, 2 %, 63 %, 1296 MiB, 12282 MiB, 210 MHz, 6.89 W, 30
2025/09/12 13:27:59.701, 0, 0 %, 75 %, 1296 MiB, 12282 MiB, 210 MHz, 7.39 W, 30
2025/09/12 13:28:01.694, 0, 0 %, 39 %, 1296 MiB, 12282 MiB, 210 MHz, 7.85 W, 30
2025/09/12 13:28:02.699, 0, 0 %, 58 %, 1296 MiB, 12282 MiB, 210 MHz, 7.54 W, 30
2025/09/12 13:28:03.705, 0, 0 %, 52 %, 1296 MiB, 12282 MiB, 210 MHz, 6.90 W, 30
2025/09/12 13:28:04.711, 0, 0 %, 58 %, 1296 MiB, 12282 MiB, 210 MHz, 6.73 W, 30
2025/09/12 13:28:05.715, 0, 0 %, 51 %, 1296 MiB, 12282 MiB, 210 MHz, 7.46 W, 30
2025/09/12 13:28:06.720, 0, 0 %, 52 %, 1296 MiB, 12282 MiB, 210 MHz, 8.01 W, 30
2025/09/12 13:28:07.725, 0, 0 %, 51 %, 1296 MiB, 12282 MiB, 210 MHz, 7.69 W, 30
2025/09/12 13:28:08.729, 0, 0 %, 45 %, 1296 MiB, 12282 MiB, 210 MHz, 6.98 W, 30
2025/09/12 13:28:09.734, 0, 0 %, 54 %, 1296 MiB, 12282 MiB, 210 MHz, 6.96 W, 30
2025/09/12 13:28:10.739, 0, 0 %, 50 %, 1296 MiB, 12282 MiB, 210 MHz, 7.63 W, 30
2025/09/12 13:28:11.744, 0, 0 %, 62 %, 1296 MiB, 12282 MiB, 210 MHz, 8.03 W, 30
2025/09/12 13:28:12.749, 0, 4 %, 30 %, 1296 MiB, 12282 MiB, 210 MHz, 7.64 W, 29
2025/09/12 13:28:13.754, 0, 0 %, 46 %, 1296 MiB, 12282 MiB, 210 MHz, 6.80 W, 29
2025/09/12 13:28:14.759, 0, 0 %, 56 %, 1296 MiB, 12282 MiB, 210 MHz, 7.05 W, 29
2025/09/12 13:28:15.764, 0, 0 %, 57 %, 1296 MiB, 12282 MiB, 210 MHz, 7.74 W, 29
2025/09/12 13:28:16.769, 0, 1 %, 65 %, 1296 MiB, 12282 MiB, 210 MHz, 8.07 W, 29
2025/09/12 13:28:17.773, 0, 1 %, 66 %, 1296 MiB, 12282 MiB, 210 MHz, 7.50 W, 29
2025/09/12 13:28:18.776, 0, 1 %, 50 %, 1296 MiB, 12282 MiB, 210 MHz, 6.82 W, 29
2025/09/12 13:28:19.781, 0, 1 %, 53 %, 1296 MiB, 12282 MiB, 210 MHz, 7.26 W, 29
2025/09/12 13:28:20.784, 0, 2 %, 54 %, 1296 MiB, 12282 MiB, 210 MHz, 7.97 W, 29
2025/09/12 13:28:21.788, 0, 0 %, 64 %, 1296 MiB, 12282 MiB, 210 MHz, 8.18 W, 29
2025/09/12 13:28:22.792, 0, 0 %, 62 %, 1296 MiB, 12282 MiB, 210 MHz, 7.54 W, 29
2025/09/12 13:28:23.796, 0, 0 %, 48 %, 1296 MiB, 12282 MiB, 210 MHz, 6.92 W, 29
2025/09/12 13:28:24.800, 0, 1 %, 58 %, 1296 MiB, 12282 MiB, 210 MHz, 7.30 W, 29
2025/09/12 13:28:25.804, 0, 1 %, 61 %, 1296 MiB, 12282 MiB, 210 MHz, 8.02 W, 29
2025/09/12 13:28:26.810, 0, 2 %, 49 %, 1296 MiB, 12282 MiB, 210 MHz, 7.90 W, 29
2025/09/12 13:28:27.815, 0, 0 %, 65 %, 1296 MiB, 12282 MiB, 210 MHz, 7.22 W, 29
2025/09/12 13:28:28.819, 0, 0 %, 45 %, 1296 MiB, 12282 MiB, 210 MHz, 6.88 W, 29
2025/09/12 13:28:29.824, 0, 0 %, 57 %, 1296 MiB, 12282 MiB, 210 MHz, 7.57 W, 29
2025/09/12 13:28:30.829, 0, 0 %, 56 %, 1296 MiB, 12282 MiB, 210 MHz, 8.21 W, 29
2025/09/12 13:28:31.834, 0, 0 %, 60 %, 1296 MiB, 12282 MiB, 210 MHz, 7.99 W, 29
2025/09/12 13:28:32.840, 0, 0 %, 47 %, 1296 MiB, 12282 MiB, 210 MHz, 7.21 W, 29
2025/09/12 13:28:34.864, 0, 0 %, 70 %, 1296 MiB, 12282 MiB, 210 MHz, 7.06 W, 29
2025/09/12 13:28:35.869, 0, 0 %, 70 %, 1296 MiB, 12282 MiB, 210 MHz, 7.78 W, 29
2025/09/12 13:28:36.875, 0, 0 %, 66 %, 1296 MiB, 12282 MiB, 210 MHz, 8.28 W, 29
2025/09/12 13:28:37.880, 0, 0 %, 58 %, 1296 MiB, 12282 MiB, 210 MHz, 7.87 W, 29
2025/09/12 13:28:38.886, 0, 0 %, 57 %, 1296 MiB, 12282 MiB, 210 MHz, 7.16 W, 29
2025/09/12 13:28:39.891, 0, 0 %, 52 %, 1296 MiB, 12282 MiB, 210 MHz, 7.19 W, 29
2025/09/12 13:28:40.896, 0, 0 %, 61 %, 1296 MiB, 12282 MiB, 210 MHz, 7.88 W, 29
2025/09/12 13:28:41.901, 0, 0 %, 72 %, 1296 MiB, 12282 MiB, 210 MHz, 8.20 W, 29
2025/09/12 13:28:42.907, 0, 0 %, 62 %, 1296 MiB, 12282 MiB, 210 MHz, 7.71 W, 29
2025/09/12 13:28:43.912, 0, 0 %, 63 %, 1296 MiB, 12282 MiB, 210 MHz, 6.98 W, 29
2025/09/12 13:28:44.917, 0, 0 %, 57 %, 1296 MiB, 12282 MiB, 210 MHz, 7.12 W, 29
2025/09/12 13:28:45.923, 0, 0 %, 1 %, 1296 MiB, 12282 MiB, 2610 MHz, 25.61 W, 30
2025/09/12 13:28:46.926, 0, 0 %, 0 %, 1296 MiB, 12282 MiB, 2610 MHz, 31.50 W, 31
2025/09/12 13:28:47.930, 0, 0 %, 0 %, 1292 MiB, 12282 MiB, 2610 MHz, 30.45 W, 31
2025/09/12 13:28:48.934, 0, 0 %, 10 %, 1292 MiB, 12282 MiB, 390 MHz, 20.86 W, 30
2025/09/12 13:28:49.939, 0, 0 %, 24 %, 1292 MiB, 12282 MiB, 240 MHz, 11.91 W, 30
2025/09/12 13:28:50.949, 0, 0 %, 42 %, 1292 MiB, 12282 MiB, 210 MHz, 8.95 W, 29
2025/09/12 13:28:51.952, 0, 1 %, 43 %, 1292 MiB, 12282 MiB, 210 MHz, 7.95 W, 29
2025/09/12 13:28:52.956, 0, 1 %, 50 %, 1292 MiB, 12282 MiB, 210 MHz, 7.34 W, 29
2025/09/12 13:28:53.961, 0, 1 %, 51 %, 1292 MiB, 12282 MiB, 210 MHz, 6.80 W, 29
2025/09/12 13:28:54.965, 0, 1 %, 46 %, 1292 MiB, 12282 MiB, 210 MHz, 7.21 W, 29
2025/09/12 13:28:55.969, 0, 1 %, 51 %, 1292 MiB, 12282 MiB, 210 MHz, 7.85 W, 29
2025/09/12 13:28:56.974, 0, 1 %, 49 %, 1292 MiB, 12282 MiB, 210 MHz, 7.87 W, 29
2025/09/12 13:28:57.978, 0, 0 %, 56 %, 1292 MiB, 12282 MiB, 210 MHz, 7.26 W, 29
2025/09/12 13:28:58.982, 0, 14 %, 37 %, 1314 MiB, 12282 MiB, 210 MHz, 7.07 W, 29
2025/09/12 13:28:59.986, 0, 0 %, 42 %, 1314 MiB, 12282 MiB, 210 MHz, 7.61 W, 29
2025/09/12 13:29:00.991, 0, 2 %, 33 %, 1314 MiB, 12282 MiB, 210 MHz, 7.87 W, 29
2025/09/12 13:29:01.995, 0, 0 %, 52 %, 1312 MiB, 12282 MiB, 210 MHz, 7.69 W, 29
2025/09/12 13:29:02.999, 0, 0 %, 55 %, 1312 MiB, 12282 MiB, 210 MHz, 7.11 W, 29
2025/09/12 13:29:04.004, 0, 0 %, 53 %, 1312 MiB, 12282 MiB, 210 MHz, 6.83 W, 29
2025/09/12 13:29:05.008, 0, 0 %, 47 %, 1312 MiB, 12282 MiB, 210 MHz, 7.47 W, 29
2025/09/12 13:29:06.013, 0, 0 %, 54 %, 1312 MiB, 12282 MiB, 210 MHz, 8.03 W, 29
2025/09/12 13:29:07.933, 0, 1 %, 48 %, 1312 MiB, 12282 MiB, 210 MHz, 7.70 W, 29
2025/09/12 13:29:08.938, 0, 0 %, 70 %, 1312 MiB, 12282 MiB, 210 MHz, 7.00 W, 29
2025/09/12 13:29:09.944, 0, 0 %, 63 %, 1312 MiB, 12282 MiB, 210 MHz, 6.89 W, 29
2025/09/12 13:29:10.949, 0, 0 %, 64 %, 1312 MiB, 12282 MiB, 210 MHz, 7.64 W, 29
2025/09/12 13:29:11.955, 0, 0 %, 57 %, 1312 MiB, 12282 MiB, 210 MHz, 8.09 W, 29
2025/09/12 13:29:12.961, 0, 0 %, 59 %, 1312 MiB, 12282 MiB, 210 MHz, 7.50 W, 29
2025/09/12 13:29:13.966, 0, 1 %, 51 %, 1312 MiB, 12282 MiB, 210 MHz, 6.88 W, 29
2025/09/12 13:29:14.972, 0, 0 %, 54 %, 1312 MiB, 12282 MiB, 210 MHz, 7.00 W, 29
2025/09/12 13:29:15.977, 0, 0 %, 62 %, 1312 MiB, 12282 MiB, 210 MHz, 7.74 W, 29
2025/09/12 13:29:16.982, 0, 0 %, 63 %, 1312 MiB, 12282 MiB, 210 MHz, 8.06 W, 29
2025/09/12 13:29:17.987, 0, 0 %, 55 %, 1312 MiB, 12282 MiB, 210 MHz, 7.47 W, 29
2025/09/12 13:29:18.992, 0, 0 %, 61 %, 1312 MiB, 12282 MiB, 210 MHz, 6.87 W, 29
2025/09/12 13:29:19.998, 0, 1 %, 62 %, 1312 MiB, 12282 MiB, 210 MHz, 7.20 W, 29
2025/09/12 13:29:21.003, 0, 0 %, 61 %, 1312 MiB, 12282 MiB, 210 MHz, 7.81 W, 29
2025/09/12 13:29:22.008, 0, 0 %, 61 %, 1312 MiB, 12282 MiB, 210 MHz, 8.02 W, 29
2025/09/12 13:29:23.012, 0, 0 %, 64 %, 1312 MiB, 12282 MiB, 210 MHz, 7.40 W, 29
2025/09/12 13:29:24.016, 0, 0 %, 52 %, 1312 MiB, 12282 MiB, 210 MHz, 6.81 W, 29
2025/09/12 13:29:25.021, 0, 0 %, 56 %, 1312 MiB, 12282 MiB, 210 MHz, 7.23 W, 29
2025/09/12 13:29:26.025, 0, 1 %, 46 %, 1312 MiB, 12282 MiB, 210 MHz, 7.95 W, 29
2025/09/12 13:29:27.029, 0, 0 %, 57 %, 1312 MiB, 12282 MiB, 210 MHz, 7.97 W, 29
2025/09/12 13:29:28.034, 0, 1 %, 52 %, 1312 MiB, 12282 MiB, 210 MHz, 7.20 W, 29
2025/09/12 13:29:29.038, 0, 1 %, 57 %, 1312 MiB, 12282 MiB, 210 MHz, 6.88 W, 29
2025/09/12 13:29:30.042, 0, 1 %, 54 %, 1312 MiB, 12282 MiB, 210 MHz, 7.33 W, 29
2025/09/12 13:29:31.047, 0, 1 %, 56 %, 1312 MiB, 12282 MiB, 210 MHz, 7.98 W, 29
2025/09/12 13:29:32.051, 0, 2 %, 43 %, 1312 MiB, 12282 MiB, 210 MHz, 7.82 W, 29
2025/09/12 13:29:33.055, 0, 1 %, 54 %, 1312 MiB, 12282 MiB, 210 MHz, 7.07 W, 29
2025/09/12 13:29:34.059, 0, 0 %, 55 %, 1312 MiB, 12282 MiB, 210 MHz, 6.80 W, 29
2025/09/12 13:29:35.063, 0, 1 %, 50 %, 1312 MiB, 12282 MiB, 210 MHz, 7.36 W, 29
2025/09/12 13:29:36.067, 0, 0 %, 63 %, 1312 MiB, 12282 MiB, 210 MHz, 7.96 W, 29
2025/09/12 13:29:37.072, 0, 0 %, 52 %, 1312 MiB, 12282 MiB, 210 MHz, 7.69 W, 29
2025/09/12 13:29:38.079, 0, 1 %, 49 %, 1312 MiB, 12282 MiB, 210 MHz, 7.05 W, 29
2025/09/12 13:29:39.084, 0, 0 %, 51 %, 1312 MiB, 12282 MiB, 210 MHz, 6.91 W, 29
2025/09/12 13:29:41.051, 0, 0 %, 50 %, 1312 MiB, 12282 MiB, 210 MHz, 7.62 W, 29
2025/09/12 13:29:42.056, 0, 1 %, 42 %, 1312 MiB, 12282 MiB, 210 MHz, 8.12 W, 29
2025/09/12 13:29:43.060, 0, 0 %, 57 %, 1312 MiB, 12282 MiB, 210 MHz, 7.62 W, 29
2025/09/12 13:29:44.065, 0, 0 %, 54 %, 1312 MiB, 12282 MiB, 210 MHz, 7.01 W, 29
2025/09/12 13:29:45.070, 0, 1 %, 54 %, 1312 MiB, 12282 MiB, 210 MHz, 7.06 W, 29
2025/09/12 13:29:46.075, 0, 0 %, 52 %, 1312 MiB, 12282 MiB, 210 MHz, 7.74 W, 29
2025/09/12 13:29:47.080, 0, 0 %, 62 %, 1312 MiB, 12282 MiB, 210 MHz, 8.06 W, 29
2025/09/12 13:29:48.085, 0, 1 %, 51 %, 1312 MiB, 12282 MiB, 210 MHz, 7.51 W, 29
2025/09/12 13:29:49.091, 0, 0 %, 61 %, 1312 MiB, 12282 MiB, 210 MHz, 6.90 W, 29
2025/09/12 13:29:50.096, 0, 0 %, 54 %, 1312 MiB, 12282 MiB, 210 MHz, 7.09 W, 29
2025/09/12 13:29:51.101, 0, 0 %, 56 %, 1312 MiB, 12282 MiB, 210 MHz, 7.84 W, 29
2025/09/12 13:29:52.106, 0, 0 %, 47 %, 1312 MiB, 12282 MiB, 210 MHz, 8.03 W, 29
2025/09/12 13:29:53.110, 0, 0 %, 54 %, 1312 MiB, 12282 MiB, 210 MHz, 7.49 W, 29
2025/09/12 13:29:54.115, 0, 1 %, 62 %, 1312 MiB, 12282 MiB, 210 MHz, 6.92 W, 29
2025/09/12 13:29:55.120, 0, 0 %, 55 %, 1312 MiB, 12282 MiB, 210 MHz, 7.29 W, 29
2025/09/12 13:29:56.125, 0, 0 %, 62 %, 1312 MiB, 12282 MiB, 210 MHz, 7.98 W, 29
2025/09/12 13:29:57.129, 0, 1 %, 47 %, 1312 MiB, 12282 MiB, 210 MHz, 8.00 W, 29
2025/09/12 13:29:58.133, 0, 1 %, 55 %, 1312 MiB, 12282 MiB, 210 MHz, 7.32 W, 29
2025/09/12 13:29:59.137, 0, 1 %, 66 %, 1312 MiB, 12282 MiB, 210 MHz, 6.82 W, 29
2025/09/12 13:30:00.141, 0, 1 %, 57 %, 1311 MiB, 12282 MiB, 210 MHz, 7.45 W, 29
2025/09/12 13:30:01.145, 0, 0 %, 32 %, 1311 MiB, 12282 MiB, 210 MHz, 7.76 W, 29
2025/09/12 13:30:02.150, 0, 0 %, 33 %, 1311 MiB, 12282 MiB, 210 MHz, 7.70 W, 29
2025/09/12 13:30:03.154, 0, 2 %, 28 %, 1311 MiB, 12282 MiB, 210 MHz, 6.95 W, 29
2025/09/12 13:30:04.158, 0, 1 %, 35 %, 1311 MiB, 12282 MiB, 210 MHz, 6.76 W, 29
2025/09/12 13:30:05.162, 0, 1 %, 50 %, 1311 MiB, 12282 MiB, 210 MHz, 7.26 W, 29
2025/09/12 13:30:06.167, 0, 2 %, 34 %, 1311 MiB, 12282 MiB, 210 MHz, 7.95 W, 29
2025/09/12 13:30:07.170, 0, 1 %, 37 %, 1311 MiB, 12282 MiB, 210 MHz, 7.65 W, 29
2025/09/12 13:30:08.174, 0, 1 %, 40 %, 1311 MiB, 12282 MiB, 210 MHz, 6.87 W, 29
2025/09/12 13:30:09.178, 0, 1 %, 51 %, 1311 MiB, 12282 MiB, 210 MHz, 6.76 W, 29
2025/09/12 13:30:10.182, 0, 0 %, 48 %, 1311 MiB, 12282 MiB, 210 MHz, 7.39 W, 29
2025/09/12 13:30:11.186, 0, 0 %, 57 %, 1311 MiB, 12282 MiB, 210 MHz, 8.00 W, 29
2025/09/12 13:30:12.191, 0, 2 %, 50 %, 1311 MiB, 12282 MiB, 210 MHz, 7.54 W, 29
2025/09/12 13:30:14.171, 0, 0 %, 60 %, 1311 MiB, 12282 MiB, 210 MHz, 6.82 W, 29
2025/09/12 13:30:15.176, 0, 0 %, 61 %, 1311 MiB, 12282 MiB, 210 MHz, 6.86 W, 29
2025/09/12 13:30:16.181, 0, 1 %, 52 %, 1311 MiB, 12282 MiB, 210 MHz, 7.47 W, 29
2025/09/12 13:30:17.185, 0, 0 %, 45 %, 1311 MiB, 12282 MiB, 210 MHz, 7.98 W, 29
2025/09/12 13:30:18.191, 0, 0 %, 41 %, 1311 MiB, 12282 MiB, 210 MHz, 7.42 W, 29
2025/09/12 13:30:19.195, 0, 1 %, 50 %, 1311 MiB, 12282 MiB, 210 MHz, 6.82 W, 29
2025/09/12 13:30:20.200, 0, 0 %, 38 %, 1311 MiB, 12282 MiB, 210 MHz, 6.95 W, 29
2025/09/12 13:30:21.205, 0, 0 %, 49 %, 1311 MiB, 12282 MiB, 210 MHz, 7.74 W, 29
2025/09/12 13:30:22.211, 0, 1 %, 44 %, 1311 MiB, 12282 MiB, 210 MHz, 8.01 W, 29
2025/09/12 13:30:23.216, 0, 0 %, 60 %, 1311 MiB, 12282 MiB, 210 MHz, 7.32 W, 29
2025/09/12 13:30:24.221, 0, 0 %, 52 %, 1311 MiB, 12282 MiB, 210 MHz, 6.71 W, 29
2025/09/12 13:30:25.226, 0, 1 %, 37 %, 1311 MiB, 12282 MiB, 210 MHz, 7.11 W, 29
2025/09/12 13:30:26.231, 0, 0 %, 42 %, 1311 MiB, 12282 MiB, 210 MHz, 7.84 W, 29
2025/09/12 13:30:27.236, 0, 2 %, 34 %, 1292 MiB, 12282 MiB, 210 MHz, 7.91 W, 29
2025/09/12 13:30:28.242, 0, 5 %, 19 %, 1288 MiB, 12282 MiB, 210 MHz, 7.67 W, 29
2025/09/12 13:30:29.247, 0, 0 %, 1 %, 1290 MiB, 12282 MiB, 2610 MHz, 23.85 W, 30
2025/09/12 13:30:30.249, 0, 1 %, 1 %, 1290 MiB, 12282 MiB, 2610 MHz, 30.23 W, 30
2025/09/12 13:30:31.252, 0, 0 %, 1 %, 1288 MiB, 12282 MiB, 2610 MHz, 31.15 W, 30
2025/09/12 13:30:32.255, 0, 1 %, 3 %, 1288 MiB, 12282 MiB, 495 MHz, 27.99 W, 30
2025/09/12 13:30:33.258, 0, 3 %, 14 %, 1295 MiB, 12282 MiB, 300 MHz, 13.67 W, 30
2025/09/12 13:30:34.262, 0, 8 %, 29 %, 1292 MiB, 12282 MiB, 210 MHz, 11.38 W, 29
2025/09/12 13:30:35.266, 0, 5 %, 26 %, 1300 MiB, 12282 MiB, 210 MHz, 8.27 W, 29
2025/09/12 13:30:36.270, 0, 3 %, 23 %, 1297 MiB, 12282 MiB, 210 MHz, 8.54 W, 29
2025/09/12 13:30:37.274, 0, 3 %, 23 %, 1291 MiB, 12282 MiB, 210 MHz, 8.40 W, 29
2025/09/12 13:30:38.279, 0, 2 %, 26 %, 1286 MiB, 12282 MiB, 210 MHz, 7.61 W, 29
2025/09/12 13:30:39.283, 0, 2 %, 27 %, 1276 MiB, 12282 MiB, 210 MHz, 7.47 W, 29
2025/09/12 13:30:40.288, 0, 12 %, 26 %, 1276 MiB, 12282 MiB, 210 MHz, 8.19 W, 29
2025/09/12 13:30:41.292, 0, 2 %, 17 %, 1276 MiB, 12282 MiB, 210 MHz, 8.56 W, 29
2025/09/12 13:30:42.296, 0, 2 %, 39 %, 1276 MiB, 12282 MiB, 210 MHz, 8.52 W, 29
2025/09/12 13:30:43.301, 0, 2 %, 26 %, 1276 MiB, 12282 MiB, 210 MHz, 7.51 W, 29
2025/09/12 13:30:44.306, 0, 7 %, 27 %, 1312 MiB, 12282 MiB, 210 MHz, 8.02 W, 29
2025/09/12 13:30:45.312, 0, 4 %, 33 %, 1298 MiB, 12282 MiB, 210 MHz, 8.76 W, 29
2025/09/12 13:30:46.317, 0, 5 %, 34 %, 1307 MiB, 12282 MiB, 210 MHz, 8.49 W, 29
2025/09/12 13:30:48.301, 0, 0 %, 38 %, 1305 MiB, 12282 MiB, 210 MHz, 7.50 W, 29
2025/09/12 13:30:49.306, 0, 0 %, 51 %, 1305 MiB, 12282 MiB, 210 MHz, 6.89 W, 29
2025/09/12 13:30:50.311, 0, 7 %, 49 %, 1302 MiB, 12282 MiB, 210 MHz, 7.08 W, 29
