timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], clocks.current.sm [MHz], power.draw [W], temperature.gpu
2025/09/12 14:15:50.101, 0, 3 %, 20 %, 1360 MiB, 12282 MiB, 210 MHz, 8.53 W, 30
2025/09/12 14:15:51.106, 0, 3 %, 19 %, 1360 MiB, 12282 MiB, 210 MHz, 8.88 W, 30
2025/09/12 14:15:52.111, 0, 3 %, 14 %, 1360 MiB, 12282 MiB, 210 MHz, 8.49 W, 30
2025/09/12 14:15:53.117, 0, 8 %, 2 %, 1667 MiB, 12282 MiB, 2610 MHz, 14.87 W, 30
2025/09/12 14:15:54.120, 0, 0 %, 1 %, 1667 MiB, 12282 MiB, 2610 MHz, 30.41 W, 31
2025/09/12 14:15:55.125, 0, 0 %, 0 %, 1360 MiB, 12282 MiB, 2610 MHz, 31.23 W, 32
2025/09/12 14:15:56.134, 0, 2 %, 9 %, 1360 MiB, 12282 MiB, 435 MHz, 21.17 W, 31
2025/09/12 14:15:57.138, 0, 2 %, 7 %, 1360 MiB, 12282 MiB, 270 MHz, 14.37 W, 31
2025/09/12 14:15:58.149, 0, 3 %, 19 %, 1360 MiB, 12282 MiB, 210 MHz, 8.04 W, 30
2025/09/12 14:15:59.153, 0, 3 %, 17 %, 1360 MiB, 12282 MiB, 210 MHz, 8.17 W, 30
2025/09/12 14:16:00.159, 0, 3 %, 19 %, 1360 MiB, 12282 MiB, 210 MHz, 8.72 W, 30
2025/09/12 14:16:01.163, 0, 3 %, 17 %, 1360 MiB, 12282 MiB, 210 MHz, 8.85 W, 30
2025/09/12 14:16:02.168, 0, 3 %, 17 %, 1360 MiB, 12282 MiB, 210 MHz, 8.34 W, 30
2025/09/12 14:16:03.174, 0, 0 %, 1 %, 2183 MiB, 12282 MiB, 2610 MHz, 20.26 W, 31
2025/09/12 14:16:04.177, 0, 0 %, 1 %, 2183 MiB, 12282 MiB, 2610 MHz, 30.56 W, 32
2025/09/12 14:16:05.181, 0, 0 %, 0 %, 1360 MiB, 12282 MiB, 750 MHz, 30.94 W, 32
2025/09/12 14:16:06.186, 0, 0 %, 7 %, 1360 MiB, 12282 MiB, 480 MHz, 18.43 W, 31
2025/09/12 14:16:07.190, 0, 3 %, 14 %, 1360 MiB, 12282 MiB, 270 MHz, 13.30 W, 31
2025/09/12 14:16:08.204, 0, 4 %, 14 %, 1360 MiB, 12282 MiB, 210 MHz, 7.89 W, 30
2025/09/12 14:16:09.208, 0, 4 %, 17 %, 1360 MiB, 12282 MiB, 210 MHz, 8.23 W, 30
2025/09/12 14:16:10.213, 0, 4 %, 16 %, 1360 MiB, 12282 MiB, 210 MHz, 8.78 W, 30
2025/09/12 14:16:12.014, 0, 4 %, 18 %, 1360 MiB, 12282 MiB, 210 MHz, 8.80 W, 30
2025/09/12 14:16:13.019, 0, 4 %, 14 %, 1360 MiB, 12282 MiB, 210 MHz, 8.16 W, 30
2025/09/12 14:16:14.023, 0, 0 %, 1 %, 2183 MiB, 12282 MiB, 2610 MHz, 25.43 W, 31
2025/09/12 14:16:15.026, 0, 0 %, 1 %, 1360 MiB, 12282 MiB, 2610 MHz, 30.91 W, 32
2025/09/12 14:16:16.028, 0, 0 %, 7 %, 1360 MiB, 12282 MiB, 570 MHz, 26.79 W, 32
2025/09/12 14:16:17.032, 0, 2 %, 7 %, 1360 MiB, 12282 MiB, 360 MHz, 15.19 W, 31
2025/09/12 14:16:18.036, 0, 3 %, 16 %, 1360 MiB, 12282 MiB, 225 MHz, 12.62 W, 31
2025/09/12 14:16:19.041, 0, 3 %, 14 %, 1360 MiB, 12282 MiB, 210 MHz, 7.91 W, 31
2025/09/12 14:16:20.046, 0, 3 %, 14 %, 1360 MiB, 12282 MiB, 210 MHz, 8.48 W, 30
2025/09/12 14:16:21.051, 0, 3 %, 18 %, 1360 MiB, 12282 MiB, 210 MHz, 8.89 W, 30
2025/09/12 14:16:22.055, 0, 3 %, 22 %, 1360 MiB, 12282 MiB, 210 MHz, 8.58 W, 30
2025/09/12 14:16:23.061, 0, 17 %, 10 %, 1891 MiB, 12282 MiB, 2610 MHz, 10.64 W, 30
2025/09/12 14:16:24.065, 0, 0 %, 1 %, 2183 MiB, 12282 MiB, 2610 MHz, 31.11 W, 32
2025/09/12 14:16:25.069, 0, 0 %, 0 %, 1360 MiB, 12282 MiB, 2610 MHz, 31.22 W, 32
2025/09/12 14:16:26.072, 0, 0 %, 7 %, 1360 MiB, 12282 MiB, 540 MHz, 22.85 W, 31
2025/09/12 14:16:27.077, 0, 2 %, 10 %, 1360 MiB, 12282 MiB, 330 MHz, 14.41 W, 31
2025/09/12 14:16:28.082, 0, 3 %, 14 %, 1360 MiB, 12282 MiB, 210 MHz, 9.19 W, 31
2025/09/12 14:16:29.088, 0, 3 %, 17 %, 1360 MiB, 12282 MiB, 210 MHz, 7.95 W, 30
2025/09/12 14:16:30.095, 0, 3 %, 17 %, 1360 MiB, 12282 MiB, 210 MHz, 8.44 W, 30
2025/09/12 14:16:31.100, 0, 3 %, 14 %, 1360 MiB, 12282 MiB, 210 MHz, 8.82 W, 30
2025/09/12 14:16:32.105, 0, 10 %, 11 %, 1667 MiB, 12282 MiB, 2610 MHz, 12.54 W, 31
2025/09/12 14:16:33.108, 0, 0 %, 1 %, 1667 MiB, 12282 MiB, 2610 MHz, 30.39 W, 32
2025/09/12 14:16:34.112, 0, 0 %, 0 %, 1360 MiB, 12282 MiB, 2610 MHz, 30.43 W, 32
2025/09/12 14:16:35.118, 0, 2 %, 7 %, 1360 MiB, 12282 MiB, 390 MHz, 16.14 W, 31
2025/09/12 14:16:36.124, 0, 3 %, 14 %, 1360 MiB, 12282 MiB, 240 MHz, 13.56 W, 31
2025/09/12 14:16:37.130, 0, 3 %, 18 %, 1360 MiB, 12282 MiB, 210 MHz, 8.30 W, 31
2025/09/12 14:16:38.135, 0, 3 %, 21 %, 1360 MiB, 12282 MiB, 210 MHz, 7.64 W, 31
2025/09/12 14:16:39.141, 0, 3 %, 17 %, 1360 MiB, 12282 MiB, 210 MHz, 8.15 W, 30
2025/09/12 14:16:40.146, 0, 3 %, 19 %, 1360 MiB, 12282 MiB, 210 MHz, 8.68 W, 30
2025/09/12 14:16:41.150, 0, 3 %, 21 %, 1360 MiB, 12282 MiB, 210 MHz, 8.70 W, 30
2025/09/12 14:16:42.154, 0, 11 %, 2 %, 2183 MiB, 12282 MiB, 2610 MHz, 17.38 W, 31
2025/09/12 14:16:43.158, 0, 0 %, 1 %, 2183 MiB, 12282 MiB, 2610 MHz, 30.71 W, 32
2025/09/12 14:16:44.966, 0, 0 %, 6 %, 1360 MiB, 12282 MiB, 720 MHz, 28.77 W, 32
2025/09/12 14:16:45.969, 0, 2 %, 10 %, 1360 MiB, 12282 MiB, 450 MHz, 15.78 W, 31
2025/09/12 14:16:46.972, 0, 2 %, 14 %, 1360 MiB, 12282 MiB, 270 MHz, 13.67 W, 31
2025/09/12 14:16:47.977, 0, 3 %, 18 %, 1360 MiB, 12282 MiB, 210 MHz, 8.24 W, 31
2025/09/12 14:16:48.981, 0, 3 %, 19 %, 1360 MiB, 12282 MiB, 210 MHz, 7.67 W, 30
2025/09/12 14:16:49.985, 0, 4 %, 19 %, 1360 MiB, 12282 MiB, 210 MHz, 8.25 W, 30
2025/09/12 14:16:50.989, 0, 4 %, 20 %, 1360 MiB, 12282 MiB, 210 MHz, 8.74 W, 30
2025/09/12 14:16:51.993, 0, 4 %, 16 %, 1360 MiB, 12282 MiB, 210 MHz, 8.58 W, 30
2025/09/12 14:16:52.996, 0, 9 %, 2 %, 2183 MiB, 12282 MiB, 2610 MHz, 18.37 W, 30
2025/09/12 14:16:54.000, 0, 0 %, 1 %, 2183 MiB, 12282 MiB, 2610 MHz, 30.42 W, 32
2025/09/12 14:16:55.003, 0, 1 %, 7 %, 1360 MiB, 12282 MiB, 675 MHz, 25.35 W, 32
2025/09/12 14:16:56.011, 0, 2 %, 7 %, 1360 MiB, 12282 MiB, 375 MHz, 15.22 W, 31
2025/09/12 14:16:57.021, 0, 3 %, 15 %, 1360 MiB, 12282 MiB, 240 MHz, 12.68 W, 31
2025/09/12 14:16:58.025, 0, 3 %, 15 %, 1360 MiB, 12282 MiB, 210 MHz, 7.84 W, 31
2025/09/12 14:16:59.032, 0, 3 %, 15 %, 1360 MiB, 12282 MiB, 210 MHz, 7.78 W, 31
2025/09/12 14:17:00.037, 0, 3 %, 18 %, 1360 MiB, 12282 MiB, 210 MHz, 8.44 W, 30
2025/09/12 14:17:01.043, 0, 4 %, 21 %, 1360 MiB, 12282 MiB, 210 MHz, 8.82 W, 30
2025/09/12 14:17:02.050, 0, 3 %, 18 %, 1369 MiB, 12282 MiB, 210 MHz, 8.52 W, 30
2025/09/12 14:17:03.055, 0, 0 %, 1 %, 2183 MiB, 12282 MiB, 2610 MHz, 29.38 W, 32
2025/09/12 14:17:04.059, 0, 0 %, 0 %, 1360 MiB, 12282 MiB, 2610 MHz, 30.44 W, 32
2025/09/12 14:17:05.063, 0, 0 %, 6 %, 1360 MiB, 12282 MiB, 570 MHz, 22.92 W, 31
2025/09/12 14:17:06.068, 0, 2 %, 7 %, 1360 MiB, 12282 MiB, 360 MHz, 16.30 W, 31
2025/09/12 14:17:07.076, 0, 3 %, 16 %, 1360 MiB, 12282 MiB, 225 MHz, 11.86 W, 31
2025/09/12 14:17:08.082, 0, 3 %, 19 %, 1360 MiB, 12282 MiB, 210 MHz, 7.79 W, 31
2025/09/12 14:17:09.088, 0, 3 %, 20 %, 1360 MiB, 12282 MiB, 210 MHz, 7.89 W, 31
2025/09/12 14:17:10.093, 0, 3 %, 17 %, 1360 MiB, 12282 MiB, 210 MHz, 8.57 W, 31
2025/09/12 14:17:11.099, 0, 4 %, 16 %, 1369 MiB, 12282 MiB, 2610 MHz, 8.86 W, 31
2025/09/12 14:17:12.111, 0, 0 %, 1 %, 1667 MiB, 12282 MiB, 2610 MHz, 30.12 W, 32
2025/09/12 14:17:13.118, 0, 0 %, 1 %, 1360 MiB, 12282 MiB, 675 MHz, 29.90 W, 32
2025/09/12 14:17:14.123, 0, 2 %, 7 %, 1360 MiB, 12282 MiB, 435 MHz, 16.07 W, 31
2025/09/12 14:17:15.128, 0, 3 %, 14 %, 1360 MiB, 12282 MiB, 240 MHz, 12.66 W, 31
2025/09/12 14:17:16.134, 0, 3 %, 14 %, 1360 MiB, 12282 MiB, 210 MHz, 8.83 W, 31
2025/09/12 14:17:17.931, 0, 3 %, 14 %, 1360 MiB, 12282 MiB, 210 MHz, 8.31 W, 31
2025/09/12 14:17:18.937, 0, 3 %, 16 %, 1360 MiB, 12282 MiB, 210 MHz, 7.83 W, 31
2025/09/12 14:17:19.942, 0, 3 %, 20 %, 1360 MiB, 12282 MiB, 210 MHz, 8.24 W, 31
2025/09/12 14:17:20.947, 0, 3 %, 16 %, 1360 MiB, 12282 MiB, 210 MHz, 8.80 W, 31
2025/09/12 14:17:21.951, 0, 15 %, 15 %, 1981 MiB, 12282 MiB, 2610 MHz, 12.75 W, 31
2025/09/12 14:17:22.954, 0, 0 %, 1 %, 2183 MiB, 12282 MiB, 2610 MHz, 31.05 W, 32
2025/09/12 14:17:23.958, 0, 0 %, 1 %, 1360 MiB, 12282 MiB, 2610 MHz, 30.53 W, 32
2025/09/12 14:17:24.961, 0, 0 %, 7 %, 1360 MiB, 12282 MiB, 585 MHz, 26.47 W, 32
2025/09/12 14:17:25.965, 0, 2 %, 7 %, 1360 MiB, 12282 MiB, 360 MHz, 15.28 W, 31
2025/09/12 14:17:26.968, 0, 3 %, 14 %, 1360 MiB, 12282 MiB, 225 MHz, 13.06 W, 31
2025/09/12 14:17:27.972, 0, 4 %, 14 %, 1360 MiB, 12282 MiB, 210 MHz, 8.02 W, 31
2025/09/12 14:17:28.977, 0, 4 %, 15 %, 1360 MiB, 12282 MiB, 210 MHz, 7.72 W, 31
2025/09/12 14:17:29.981, 0, 3 %, 15 %, 1360 MiB, 12282 MiB, 210 MHz, 8.36 W, 31
2025/09/12 14:17:30.985, 0, 3 %, 16 %, 1360 MiB, 12282 MiB, 210 MHz, 8.80 W, 31
2025/09/12 14:17:31.989, 0, 0 %, 1 %, 2183 MiB, 12282 MiB, 2610 MHz, 20.46 W, 31
2025/09/12 14:17:32.992, 0, 0 %, 1 %, 2183 MiB, 12282 MiB, 2610 MHz, 30.57 W, 32
2025/09/12 14:17:33.995, 0, 0 %, 0 %, 1360 MiB, 12282 MiB, 2610 MHz, 30.56 W, 32
2025/09/12 14:17:34.998, 0, 0 %, 7 %, 1360 MiB, 12282 MiB, 525 MHz, 22.46 W, 31
2025/09/12 14:17:36.003, 0, 2 %, 7 %, 1360 MiB, 12282 MiB, 315 MHz, 14.74 W, 31
2025/09/12 14:17:37.009, 0, 3 %, 23 %, 1360 MiB, 12282 MiB, 210 MHz, 9.16 W, 31
2025/09/12 14:17:38.013, 0, 3 %, 15 %, 1360 MiB, 12282 MiB, 210 MHz, 7.95 W, 31
2025/09/12 14:17:39.018, 0, 3 %, 19 %, 1360 MiB, 12282 MiB, 210 MHz, 7.96 W, 31
2025/09/12 14:17:40.025, 0, 3 %, 17 %, 1360 MiB, 12282 MiB, 210 MHz, 8.55 W, 31
2025/09/12 14:17:41.030, 0, 3 %, 17 %, 1368 MiB, 12282 MiB, 210 MHz, 8.83 W, 31
2025/09/12 14:17:42.035, 0, 0 %, 1 %, 2183 MiB, 12282 MiB, 2610 MHz, 27.14 W, 32
2025/09/12 14:17:43.040, 0, 0 %, 1 %, 1360 MiB, 12282 MiB, 2610 MHz, 30.53 W, 32
2025/09/12 14:17:44.044, 0, 1 %, 9 %, 1360 MiB, 12282 MiB, 510 MHz, 17.81 W, 31
2025/09/12 14:17:45.049, 0, 2 %, 18 %, 1360 MiB, 12282 MiB, 315 MHz, 13.53 W, 31
2025/09/12 14:17:46.057, 0, 3 %, 22 %, 1360 MiB, 12282 MiB, 210 MHz, 8.94 W, 31
2025/09/12 14:17:47.062, 0, 3 %, 17 %, 1360 MiB, 12282 MiB, 210 MHz, 8.36 W, 31
2025/09/12 14:17:48.069, 0, 3 %, 15 %, 1360 MiB, 12282 MiB, 210 MHz, 7.77 W, 31
2025/09/12 14:17:49.074, 0, 3 %, 15 %, 1360 MiB, 12282 MiB, 210 MHz, 8.01 W, 31
2025/09/12 14:17:50.080, 0, 3 %, 19 %, 1511 MiB, 12282 MiB, 2610 MHz, 8.67 W, 31
2025/09/12 14:17:51.877, 0, 0 %, 1 %, 1667 MiB, 12282 MiB, 2610 MHz, 31.24 W, 32
2025/09/12 14:17:52.882, 0, 0 %, 1 %, 1360 MiB, 12282 MiB, 2610 MHz, 30.98 W, 32
2025/09/12 14:17:53.889, 0, 0 %, 5 %, 1360 MiB, 12282 MiB, 555 MHz, 28.59 W, 32
2025/09/12 14:17:54.893, 0, 2 %, 12 %, 1360 MiB, 12282 MiB, 345 MHz, 14.71 W, 31
2025/09/12 14:17:55.899, 0, 3 %, 14 %, 1360 MiB, 12282 MiB, 210 MHz, 12.99 W, 31
2025/09/12 14:17:56.906, 0, 3 %, 16 %, 1360 MiB, 12282 MiB, 210 MHz, 8.76 W, 31
2025/09/12 14:17:57.910, 0, 3 %, 16 %, 1360 MiB, 12282 MiB, 210 MHz, 8.20 W, 31
2025/09/12 14:17:58.914, 0, 3 %, 14 %, 1360 MiB, 12282 MiB, 210 MHz, 7.76 W, 31
2025/09/12 14:17:59.918, 0, 4 %, 14 %, 1360 MiB, 12282 MiB, 210 MHz, 8.32 W, 31
2025/09/12 14:18:00.922, 0, 16 %, 2 %, 2081 MiB, 12282 MiB, 2610 MHz, 13.98 W, 31
2025/09/12 14:18:01.925, 0, 0 %, 1 %, 2183 MiB, 12282 MiB, 2610 MHz, 31.69 W, 32
2025/09/12 14:18:02.928, 0, 0 %, 1 %, 1360 MiB, 12282 MiB, 2610 MHz, 30.61 W, 32
2025/09/12 14:18:03.930, 0, 0 %, 7 %, 1360 MiB, 12282 MiB, 570 MHz, 23.56 W, 32
2025/09/12 14:18:04.934, 0, 2 %, 7 %, 1360 MiB, 12282 MiB, 345 MHz, 14.38 W, 31
2025/09/12 14:18:05.938, 0, 3 %, 17 %, 1360 MiB, 12282 MiB, 210 MHz, 12.65 W, 31
2025/09/12 14:18:06.942, 0, 3 %, 14 %, 1360 MiB, 12282 MiB, 210 MHz, 8.63 W, 31
2025/09/12 14:18:07.947, 0, 3 %, 14 %, 1360 MiB, 12282 MiB, 210 MHz, 8.10 W, 31
2025/09/12 14:18:08.952, 0, 3 %, 14 %, 1360 MiB, 12282 MiB, 210 MHz, 7.80 W, 31
2025/09/12 14:18:09.956, 0, 3 %, 22 %, 1360 MiB, 12282 MiB, 210 MHz, 8.47 W, 31
2025/09/12 14:18:10.962, 0, 9 %, 1 %, 2183 MiB, 12282 MiB, 2610 MHz, 19.58 W, 31
2025/09/12 14:18:11.966, 0, 0 %, 1 %, 2183 MiB, 12282 MiB, 2610 MHz, 31.31 W, 32
2025/09/12 14:18:12.969, 0, 0 %, 1 %, 1360 MiB, 12282 MiB, 2610 MHz, 30.51 W, 32
2025/09/12 14:18:13.973, 0, 1 %, 8 %, 1360 MiB, 12282 MiB, 480 MHz, 20.36 W, 31
2025/09/12 14:18:14.978, 0, 2 %, 7 %, 1360 MiB, 12282 MiB, 300 MHz, 13.91 W, 31
2025/09/12 14:18:15.983, 0, 3 %, 15 %, 1360 MiB, 12282 MiB, 210 MHz, 8.92 W, 31
2025/09/12 14:18:16.990, 0, 3 %, 14 %, 1360 MiB, 12282 MiB, 210 MHz, 8.45 W, 31
2025/09/12 14:18:17.995, 0, 3 %, 14 %, 1360 MiB, 12282 MiB, 210 MHz, 7.74 W, 31
2025/09/12 14:18:19.001, 0, 3 %, 18 %, 1360 MiB, 12282 MiB, 210 MHz, 7.94 W, 31
2025/09/12 14:18:20.008, 0, 3 %, 18 %, 1360 MiB, 12282 MiB, 210 MHz, 8.52 W, 31
2025/09/12 14:18:21.014, 0, 0 %, 1 %, 2183 MiB, 12282 MiB, 2610 MHz, 24.53 W, 32
2025/09/12 14:18:22.019, 0, 0 %, 1 %, 1360 MiB, 12282 MiB, 2610 MHz, 30.86 W, 32
2025/09/12 14:18:23.023, 0, 0 %, 0 %, 1360 MiB, 12282 MiB, 750 MHz, 30.10 W, 32
2025/09/12 14:18:24.809, 0, 0 %, 7 %, 1360 MiB, 12282 MiB, 495 MHz, 17.68 W, 31
2025/09/12 14:18:25.815, 0, 2 %, 7 %, 1360 MiB, 12282 MiB, 300 MHz, 13.87 W, 31
2025/09/12 14:18:26.819, 0, 3 %, 17 %, 1360 MiB, 12282 MiB, 210 MHz, 8.79 W, 31
2025/09/12 14:18:27.824, 0, 3 %, 16 %, 1360 MiB, 12282 MiB, 210 MHz, 8.23 W, 31
2025/09/12 14:18:28.830, 0, 3 %, 19 %, 1360 MiB, 12282 MiB, 210 MHz, 7.65 W, 31
2025/09/12 14:18:29.836, 0, 3 %, 16 %, 1369 MiB, 12282 MiB, 210 MHz, 7.95 W, 31
2025/09/12 14:18:30.842, 0, 0 %, 1 %, 1667 MiB, 12282 MiB, 2610 MHz, 27.36 W, 32
2025/09/12 14:18:31.846, 0, 0 %, 1 %, 1667 MiB, 12282 MiB, 2610 MHz, 31.60 W, 32
2025/09/12 14:18:32.853, 0, 0 %, 1 %, 1360 MiB, 12282 MiB, 570 MHz, 28.92 W, 32
2025/09/12 14:18:33.861, 0, 2 %, 7 %, 1360 MiB, 12282 MiB, 330 MHz, 15.05 W, 31
2025/09/12 14:18:34.864, 0, 3 %, 25 %, 1360 MiB, 12282 MiB, 210 MHz, 11.63 W, 31
2025/09/12 14:18:35.869, 0, 3 %, 16 %, 1360 MiB, 12282 MiB, 210 MHz, 8.77 W, 31
2025/09/12 14:18:36.873, 0, 3 %, 14 %, 1360 MiB, 12282 MiB, 210 MHz, 8.70 W, 31
2025/09/12 14:18:37.878, 0, 3 %, 16 %, 1360 MiB, 12282 MiB, 210 MHz, 8.15 W, 31
2025/09/12 14:18:38.881, 0, 3 %, 17 %, 1360 MiB, 12282 MiB, 210 MHz, 7.82 W, 31
2025/09/12 14:18:39.885, 0, 11 %, 12 %, 1703 MiB, 12282 MiB, 2610 MHz, 10.25 W, 31
2025/09/12 14:18:40.888, 0, 0 %, 1 %, 2183 MiB, 12282 MiB, 2610 MHz, 32.18 W, 32
2025/09/12 14:18:41.892, 0, 0 %, 1 %, 1360 MiB, 12282 MiB, 2610 MHz, 31.49 W, 32
2025/09/12 14:18:42.894, 0, 0 %, 7 %, 1360 MiB, 12282 MiB, 525 MHz, 23.11 W, 31
2025/09/12 14:18:43.898, 0, 2 %, 7 %, 1360 MiB, 12282 MiB, 330 MHz, 14.26 W, 31
2025/09/12 14:18:44.903, 0, 3 %, 18 %, 1360 MiB, 12282 MiB, 210 MHz, 10.84 W, 31
2025/09/12 14:18:45.908, 0, 3 %, 19 %, 1360 MiB, 12282 MiB, 210 MHz, 8.88 W, 31
2025/09/12 14:18:46.914, 0, 3 %, 28 %, 1360 MiB, 12282 MiB, 210 MHz, 8.50 W, 31
2025/09/12 14:18:47.919, 0, 3 %, 17 %, 1360 MiB, 12282 MiB, 210 MHz, 7.82 W, 31
2025/09/12 14:18:48.924, 0, 3 %, 14 %, 1360 MiB, 12282 MiB, 210 MHz, 7.87 W, 31
2025/09/12 14:18:49.929, 0, 4 %, 2 %, 2183 MiB, 12282 MiB, 2610 MHz, 21.17 W, 32
2025/09/12 14:18:50.933, 0, 0 %, 1 %, 2183 MiB, 12282 MiB, 2610 MHz, 31.74 W, 32
2025/09/12 14:18:51.936, 0, 0 %, 0 %, 1360 MiB, 12282 MiB, 765 MHz, 31.13 W, 32
2025/09/12 14:18:52.940, 0, 0 %, 7 %, 1360 MiB, 12282 MiB, 495 MHz, 17.27 W, 31
2025/09/12 14:18:53.945, 0, 2 %, 14 %, 1360 MiB, 12282 MiB, 270 MHz, 11.94 W, 31
2025/09/12 14:18:54.950, 0, 3 %, 14 %, 1360 MiB, 12282 MiB, 210 MHz, 8.66 W, 31
2025/09/12 14:18:55.955, 0, 3 %, 15 %, 1360 MiB, 12282 MiB, 210 MHz, 8.87 W, 31
2025/09/12 14:18:57.952, 0, 3 %, 17 %, 1360 MiB, 12282 MiB, 210 MHz, 8.41 W, 31
2025/09/12 14:18:58.957, 0, 3 %, 17 %, 1360 MiB, 12282 MiB, 210 MHz, 7.87 W, 31
2025/09/12 14:18:59.963, 0, 4 %, 15 %, 1379 MiB, 12282 MiB, 2610 MHz, 8.59 W, 31
2025/09/12 14:19:00.966, 0, 0 %, 1 %, 2183 MiB, 12282 MiB, 2610 MHz, 30.64 W, 32
2025/09/12 14:19:01.970, 0, 0 %, 0 %, 1360 MiB, 12282 MiB, 2610 MHz, 31.75 W, 32
2025/09/12 14:19:02.974, 0, 0 %, 4 %, 1360 MiB, 12282 MiB, 660 MHz, 28.21 W, 32
2025/09/12 14:19:03.979, 0, 1 %, 7 %, 1360 MiB, 12282 MiB, 420 MHz, 15.48 W, 31
2025/09/12 14:19:04.983, 0, 3 %, 18 %, 1360 MiB, 12282 MiB, 225 MHz, 11.92 W, 31
2025/09/12 14:19:05.988, 0, 3 %, 14 %, 1360 MiB, 12282 MiB, 210 MHz, 8.76 W, 31
2025/09/12 14:19:06.991, 0, 3 %, 24 %, 1360 MiB, 12282 MiB, 210 MHz, 8.80 W, 31
2025/09/12 14:19:07.995, 0, 3 %, 22 %, 1360 MiB, 12282 MiB, 210 MHz, 8.25 W, 31
2025/09/12 14:19:08.999, 0, 4 %, 17 %, 1511 MiB, 12282 MiB, 2610 MHz, 7.88 W, 31
2025/09/12 14:19:10.004, 0, 0 %, 1 %, 1667 MiB, 12282 MiB, 2610 MHz, 28.93 W, 32
2025/09/12 14:19:11.009, 0, 0 %, 1 %, 1360 MiB, 12282 MiB, 2610 MHz, 31.96 W, 32
2025/09/12 14:19:12.014, 0, 1 %, 7 %, 1360 MiB, 12282 MiB, 465 MHz, 25.00 W, 31
2025/09/12 14:19:13.018, 0, 2 %, 8 %, 1360 MiB, 12282 MiB, 300 MHz, 15.20 W, 31
2025/09/12 14:19:14.024, 0, 4 %, 21 %, 1360 MiB, 12282 MiB, 210 MHz, 9.80 W, 31
2025/09/12 14:19:15.029, 0, 3 %, 19 %, 1360 MiB, 12282 MiB, 210 MHz, 8.45 W, 31
2025/09/12 14:19:16.033, 0, 3 %, 16 %, 1360 MiB, 12282 MiB, 210 MHz, 8.90 W, 31
2025/09/12 14:19:17.037, 0, 3 %, 18 %, 1360 MiB, 12282 MiB, 210 MHz, 8.55 W, 31
2025/09/12 14:19:18.042, 0, 3 %, 20 %, 1360 MiB, 12282 MiB, 210 MHz, 7.88 W, 31
2025/09/12 14:19:19.048, 0, 10 %, 2 %, 2183 MiB, 12282 MiB, 2610 MHz, 17.52 W, 32
2025/09/12 14:19:20.051, 0, 0 %, 1 %, 2183 MiB, 12282 MiB, 2610 MHz, 31.65 W, 32
2025/09/12 14:19:21.055, 0, 0 %, 1 %, 1360 MiB, 12282 MiB, 2610 MHz, 32.14 W, 32
2025/09/12 14:19:22.059, 0, 0 %, 7 %, 1360 MiB, 12282 MiB, 495 MHz, 19.64 W, 31
2025/09/12 14:19:23.064, 0, 2 %, 9 %, 1360 MiB, 12282 MiB, 300 MHz, 14.01 W, 31
2025/09/12 14:19:24.069, 0, 3 %, 17 %, 1360 MiB, 12282 MiB, 210 MHz, 9.27 W, 31
2025/09/12 14:19:25.075, 0, 3 %, 14 %, 1360 MiB, 12282 MiB, 210 MHz, 8.61 W, 31
2025/09/12 14:19:26.080, 0, 3 %, 15 %, 1360 MiB, 12282 MiB, 210 MHz, 8.90 W, 31
2025/09/12 14:19:27.086, 0, 3 %, 17 %, 1360 MiB, 12282 MiB, 210 MHz, 8.54 W, 31
2025/09/12 14:19:28.091, 0, 3 %, 21 %, 1360 MiB, 12282 MiB, 210 MHz, 7.97 W, 31
2025/09/12 14:19:29.098, 0, 0 %, 1 %, 2183 MiB, 12282 MiB, 2610 MHz, 26.22 W, 32
2025/09/12 14:19:30.988, 0, 0 %, 1 %, 1360 MiB, 12282 MiB, 2610 MHz, 31.65 W, 32
2025/09/12 14:19:32.000, 0, 0 %, 3 %, 1360 MiB, 12282 MiB, 660 MHz, 29.21 W, 32
2025/09/12 14:19:33.003, 0, 1 %, 7 %, 1360 MiB, 12282 MiB, 420 MHz, 15.97 W, 31
2025/09/12 14:19:34.007, 0, 3 %, 17 %, 1360 MiB, 12282 MiB, 240 MHz, 10.59 W, 31
2025/09/12 14:19:35.014, 0, 3 %, 18 %, 1360 MiB, 12282 MiB, 210 MHz, 8.18 W, 31
2025/09/12 14:19:36.020, 0, 3 %, 18 %, 1360 MiB, 12282 MiB, 210 MHz, 8.74 W, 31
2025/09/12 14:19:37.025, 0, 3 %, 14 %, 1360 MiB, 12282 MiB, 210 MHz, 8.82 W, 31
2025/09/12 14:19:38.032, 0, 3 %, 18 %, 1360 MiB, 12282 MiB, 210 MHz, 8.35 W, 31
2025/09/12 14:19:39.036, 0, 14 %, 2 %, 1981 MiB, 12282 MiB, 2610 MHz, 12.96 W, 31
2025/09/12 14:19:40.039, 0, 0 %, 1 %, 2183 MiB, 12282 MiB, 2610 MHz, 31.34 W, 32
2025/09/12 14:19:41.041, 0, 0 %, 0 %, 1360 MiB, 12282 MiB, 2610 MHz, 31.73 W, 32
2025/09/12 14:19:42.044, 0, 0 %, 7 %, 1360 MiB, 12282 MiB, 525 MHz, 22.82 W, 32
2025/09/12 14:19:43.047, 0, 2 %, 9 %, 1360 MiB, 12282 MiB, 330 MHz, 14.65 W, 31
