procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 21879088   1692 703960    0    0     0    52  704  514  0  0 100  0  0
 0  0      0 21879088   1692 703960    0    0     0    48  695  479  0  0 100  0  0
 0  0      0 21879088   1692 703968    0    0     0     0  773  523  0  0 100  0  0
 0  0      0 21879088   1692 703972    0    0     0     0  642  472  0  0 100  0  0
 0  0      0 21879088   1692 703972    0    0     0     0  694  483  0  0 100  0  0
 0  0      0 21874620   1700 703972    0    0     0    44  838  553  0  1 99  0  0
 0  0      0 21874756   1700 703980    0    0     0    48  345  495  0  0 100  0  0
 0  0      0 21874756   1700 703980    0    0     0     0  286  447  0  0 100  0  0
 0  0      0 21874756   1700 703984    0    0     0     0  306  464  0  0 100  0  0
 0  0      0 21874756   1700 703984    0    0     0     0  300  447  0  0 100  0  0
 0  0      0 21874756   1708 703980    0    0     0    56  333  514  0  0 100  0  0
 0  0      0 21874756   1708 703992    0    0     0    52  288  445  0  0 100  0  0
 0  0      0 21874756   1708 703992    0    0     0     0  300  450  0  0 100  0  0
 0  0      0 21874756   1708 703996    0    0     0     0  289  446  0  0 100  0  0
 0  0      0 21874756   1708 703996    0    0     0     0  318  481  0  0 100  0  0
 0  0      0 21874756   1716 703996    0    0     0    44  307  472  0  0 100  0  0
 0  0      0 21874756   1716 704004    0    0     0    44  304  455  0  0 100  0  0
 0  0      0 21874756   1716 704008    0    0     0     0  306  461  0  0 100  0  0
 0  0      0 21874756   1716 704012    0    0     0     0  316  481  0  0 100  0  0
 0  0      0 21874756   1716 704012    0    0     0     0  302  468  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 21874756   1724 704008    0    0     0    44  320  477  0  0 100  0  0
 0  0      0 21874756   1724 704024    0    0     0     0  285  436  0  0 100  0  0
 0  0      0 21874756   1724 704028    0    0     0    48  373  486  0  0 100  0  0
 0  0      0 21874756   1724 704028    0    0     0     0  346  457  0  0 100  0  0
 0  0      0 21874756   1724 704032    0    0     0     0  331  464  0  0 100  0  0
 0  0      0 21874756   1732 704024    0    0     0    56  303  468  0  0 100  0  0
 0  0      0 21874756   1732 704036    0    0     0     0  311  478  0  0 100  0  0
 0  0      0 21874756   1732 704040    0    0     0    52  313  448  0  0 100  0  0
 0  0      0 21874756   1732 704040    0    0     0     0  288  454  0  0 100  0  0
 0  0      0 21874756   1732 704044    0    0     0     0  295  462  0  0 100  0  0
 0  0      0 21874756   1740 704044    0    0     0    44  349  519  0  0 100  0  0
 0  0      0 21874756   1740 704052    0    0     0     0  291  435  0  0 100  0  0
 0  0      0 21874756   1740 704052    0    0     0    48  302  447  0  0 100  0  0
 0  0      0 21874756   1740 704064    0    0     0     0  294  453  0  0 100  0  0
 0  0      0 21874756   1740 704064    0    0     0     0  336  495  0  0 100  0  0
 0  0      0 21874848   1748 704060    0    0     0    52  369  517  0  1 99  0  0
 2  0      0 21871248   1748 704072    0    0     0     0 1200 2076  1  0 99  0  0
 0  0      0 21870492   1748 704076    0    0     0    52  407  588  0  0 100  0  0
 0  0      0 21870240   1748 704080    0    0     0     0  348  508  0  0 100  0  0
 0  0      0 21870240   1748 704080    0    0     0     0  310  473  0  0 100  0  0
 0  0      0 21870240   1756 704072    0    0     0    56  324  489  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 21870240   1756 704088    0    0     0     0  301  448  0  0 100  0  0
 0  0      0 21870240   1756 704092    0    0     0    56  347  490  0  0 100  0  0
 0  0      0 21870240   1756 704092    0    0     0     0  307  459  0  0 100  0  0
 0  0      0 21870240   1756 704100    0    0     0     0  307  470  0  0 100  0  0
 0  0      0 21870240   1764 704092    0    0     0    44  319  485  0  0 100  0  0
 0  0      0 21870240   1764 704104    0    0     0     0  319  483  0  0 100  0  0
 0  0      0 21870240   1764 704112    0    0     0    52  305  458  0  0 100  0  0
 0  0      0 21870240   1764 704116    0    0     0     0  297  454  0  0 100  0  0
 0  0      0 21870240   1764 704120    0    0     0     0  298  454  0  0 100  0  0
 0  0      0 21870240   1772 704120    0    0     0    64  348  529  0  0 100  0  0
 0  0      0 21870240   1772 704120    0    0     0     0  301  444  0  0 100  0  0
 0  0      0 21870240   1772 704128    0    0     0     0  313  468  0  0 100  0  0
 0  0      0 21870240   1772 704128    0    0     0    60  319  468  0  0 100  0  0
 0  0      0 21870240   1772 704132    0    0     0     0  330  511  0  0 100  0  0
 0  0      0 21870240   1780 704124    0    0     0    44  332  502  0  0 100  0  0
 0  0      0 21870240   1780 704136    0    0     0     0  321  490  0  0 100  0  0
 0  0      0 21870240   1780 704140    0    0     0     0  326  482  0  0 100  0  0
 0  0      0 21870240   1780 704140    0    0     0    40  404  557  0  0 100  0  0
 0  0      0 21870240   1780 704148    0    0     0     0  328  509  0  0 100  0  0
 0  0      0 21870240   1788 704140    0    0     0    56  336  505  0  0 100  0  0
 0  0      0 21870240   1788 704148    0    0     0     0  309  457  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 21868984   1788 704152    0    0     0     0  399  549  0  0 100  0  0
 0  0      0 21868984   1788 704156    0    0     0    60  342  489  0  0 100  0  0
 0  0      0 21868984   1788 704160    0    0     0     0  349  520  0  0 100  0  0
 0  0      0 21869032   1796 704160    0    0     0    48  391  545  0  1 99  0  0
 0  0      0 21869152   1796 704172    0    0     0     0  332  486  0  0 100  0  0
 0  0      0 21869152   1796 704172    0    0     0     0  301  442  0  0 100  0  0
 0  0      0 21869152   1796 704172    0    0     0     0  321  464  0  0 100  0  0
 0  0      0 21869152   1796 704176    0    0     0     0  296  449  0  0 100  0  0
 0  0      0 21869152   1804 704176    0    0     0    28  521  509  0  0 100  0  0
 0  0      0 21869152   1804 704184    0    0     0     0  446  451  0  0 100  0  0
 0  0      0 21869152   1804 704184    0    0     0     0  468  453  0  0 100  0  0
 0  0      0 21869152   1812 704176    0    0    16    68  571  524  0  0 100  0  0
 0  0      0 21869152   1812 704200    0    0     0     0  488  514  0  0 100  0  0
 0  0      0 21869152   1820 704200    0    0     0    56  471  485  0  0 100  0  0
 0  0      0 21869152   1820 704204    0    0     0     0  508  459  0  0 100  0  0
 0  0      0 21869152   1820 704212    0    0     0     0  474  450  0  0 100  0  0
 0  0      0 21869152   1820 704216    0    0     0    56  625  497  0  0 100  0  0
 0  0      0 21869152   1820 704220    0    0     0     0  553  453  0  0 100  0  0
 0  0      0 21869152   1828 704224    0    0     0    52  618  502  0  0 100  0  0
 0  0      0 21869152   1828 704228    0    0     0     0  557  439  0  0 100  0  0
 0  0      0 21869152   1828 704228    0    0     0     0  642  494  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 21869152   1828 704232    0    0     0    52  413  453  0  0 100  0  0
 0  0      0 21869152   1828 704232    0    0     0     0  301  446  0  0 100  0  0
 0  0      0 21869152   1836 704240    0    0     0    56  305  467  0  0 100  0  0
 0  0      0 21869152   1836 704240    0    0     0     0  571  480  0  0 100  0  0
 0  0      0 21869152   1836 704240    0    0     0     0  515  442  0  0 100  0  0
 0  0      0 21869152   1836 704244    0    0     0   120  562  471  0  0 100  0  0
 1  0      0 21869152   1836 704248    0    0     0    56  550  500  0  0 100  0  0
 0  0      0 21869152   1844 704252    0    0     0    52  679  575  0  0 100  0  0
 0  0      0 21869152   1844 704252    0    0     0     0  555  474  0  0 100  0  0
 0  0      0 21869152   1844 704260    0    0     0     0  593  519  0  0 100  0  0
 0  0      0 21868900   1844 704264    0    0     0     0  526  466  0  0 100  0  0
 0  0      0 21868900   1844 704264    0    0     0    48  612  521  0  0 100  0  0
 0  0      0 21868912   1852 704272    0    0     0    64  650  557  0  0 99  0  0
 0  0      0 21866244   1852 704272    0    0     0     0 1503 2090  1  0 98  0  0
 0  0      0 21866244   1852 704280    0    0     0     0  516  462  0  0 100  0  0
 0  0      0 21866244   1852 704280    0    0     0     0  566  500  0  0 100  0  0
 0  0      0 21866244   1852 704284    0    0     0    72  574  495  0  0 100  0  0
 0  0      0 21866244   1860 704288    0    0     0    52  555  501  0  0 100  0  0
 0  0      0 21866244   1860 704288    0    0     0     0  510  457  0  0 100  0  0
 0  0      0 21866244   1860 704292    0    0     0     0  722  478  0  0 100  0  0
 0  0      0 21866244   1860 704296    0    0     0     0  666  454  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 21866244   1860 704300    0    0     0    52  686  469  0  0 100  0  0
 0  0      0 21866244   1868 704300    0    0     0    44  671  493  0  0 100  0  0
 1  0      0 21866244   1868 704304    0    0     0     0  339  493  0  0 100  0  0
 0  0      0 21866244   1868 704304    0    0     0     0  293  450  0  0 100  0  0
 0  0      0 21866244   1868 704308    0    0     0     0  286  436  0  0 100  0  0
 0  0      0 21866244   1868 704312    0    0     0     0  305  447  0  0 100  0  0
 0  0      0 21866244   1876 704312    0    0     0   100  550  522  0  0 100  0  0
 0  0      0 21866244   1876 704324    0    0     0     0  497  440  0  0 100  0  0
 0  0      0 21866244   1876 704324    0    0     0     0  515  450  0  0 100  0  0
 0  0      0 21866244   1876 704328    0    0     0     0  496  456  0  0 100  0  0
 0  0      0 21866244   1876 704328    0    0     0     0  558  482  0  0 100  0  0
 0  0      0 21866244   1884 704324    0    0     0   108  558  506  0  0 100  0  0
 0  0      0 21866244   1884 704336    0    0     0     0  523  470  0  0 100  0  0
 0  0      0 21866244   1884 704340    0    0     0     0  382  452  0  0 100  0  0
 0  0      0 21866020   1884 704344    0    0     0     0  326  482  0  0 100  0  0
 0  0      0 21866020   1884 704348    0    0     0     0  312  461  0  0 100  0  0
 0  0      0 21866020   1892 704340    0    0     0   120  319  479  0  0 100  0  0
 0  0      0 21866020   1892 704356    0    0     0   120  313  461  0  0 100  0  0
 0  0      0 21866020   1892 704356    0    0     0     0  390  536  0  0 100  0  0
 0  0      0 21866020   1892 704364    0    0     0     0  297  447  0  0 100  0  0
 0  0      0 21866020   1892 704364    0    0     0     0  339  496  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 21866412   1900 704360    0    0     0   120  379  535  0  0 99  0  0
 0  0      0 21866548   1900 704376    0    0     0     0  526  496  0  0 100  0  0
 0  0      0 21866292   1900 704376    0    0     0     0  568  477  0  0 100  0  0
 0  0      0 21866548   1900 704376    0    0     0     0  515  457  0  0 100  0  0
 0  0      0 21866548   1908 704368    0    0     0   192  570  524  0  0 100  0  0
 0  0      0 21866548   1908 704384    0    0     0     0  591  517  0  0 100  0  0
 0  0      0 21866548   1908 704388    0    0     0    64  567  498  0  0 100  0  0
 0  0      0 21866548   1908 704392    0    0     0     0  541  457  0  0 100  0  0
 0  0      0 21866548   1908 704392    0    0     0     0  380  483  0  0 100  0  0
 0  0      0 21866548   1916 704384    0    0     0    44  542  516  0  0 100  0  0
 0  0      0 21866548   1916 704396    0    0     0     0  516  479  0  0 100  0  0
 0  0      0 21866548   1916 704400    0    0     0    40  537  473  0  0 100  0  0
 0  0      0 21866548   1916 704408    0    0     0     0  533  480  0  0 100  0  0
 0  0      0 21866548   1916 704408    0    0     0     0  603  515  0  0 100  0  0
 0  0      0 21866548   1924 704404    0    0     0    44  563  509  0  0 100  0  0
 0  0      0 21866548   1924 704412    0    0     0     0  536  503  0  0 100  0  0
 0  0      0 21866548   1924 704412    0    0     0    48  509  470  0  0 100  0  0
 0  0      0 21866548   1924 704420    0    0     0     0  630  536  0  0 100  0  0
 0  0      0 21866044   1924 704424    0    0     0     0  661  533  0  0 100  0  0
 0  0      0 21866044   1932 704424    0    0     0    56  548  494  0  0 100  0  0
 0  0      0 21866044   1932 704428    0    0     0     0  560  492  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 21866044   1932 704432    0    0     0    56  614  521  0  0 100  0  0
 0  0      0 21866044   1932 704432    0    0     0     0  344  490  0  0 100  0  0
 0  0      0 21866044   1932 704444    0    0     0     0  331  481  0  0 100  0  0
 0  0      0 21866044   1940 704436    0    0     0    44  342  511  0  0 100  0  0
 0  0      0 21866044   1940 704444    0    0     0     0  595  538  0  0 100  0  0
 0  0      0 21866044   1940 704444    0    0     0     0  531  468  0  0 100  0  0
 0  0      0 21866044   1940 704456    0    0     0    48  536  484  0  0 100  0  0
 0  0      0 21866044   1940 704456    0    0     0     0  510  460  0  0 100  0  0
 0  0      0 21866044   1956 704448    0    0     0    72  707  603  0  0 100  0  0
 0  0      0 21863996   1956 704460    0    0     0     0 2159 2817  4  1 95  0  0
 0  0      0 21864108   1956 704468    0    0     0     0  554  510  0  0 100  0  0
 0  0      0 21864108   1956 704468    0    0     0    56  345  507  0  0 100  0  0
 0  0      0 21864108   1956 704476    0    0     0     0  597  525  0  0 100  0  0
 0  0      0 21864108   1964 704468    0    0     0    64  566  509  0  0 100  0  0
 0  0      0 21864108   1964 704480    0    0     0     0  545  479  0  0 100  0  0
 0  0      0 21864108   1964 704480    0    0     0     0  535  462  0  0 100  0  0
 0  0      0 21864108   1964 704480    0    0     0    60  592  505  0  0 100  0  0
 0  0      0 21864108   1964 704488    0    0     0     0  560  478  0  0 100  0  0
 0  0      0 21864108   1964 704492    0    0     0     0  540  516  0  0 100  0  0
 0  0      0 21864108   1972 704484    0    0     0    44  357  536  0  0 100  0  0
 0  0      0 21864108   1972 704492    0    0     0     0  587  536  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 21864108   1972 704508    0    0     0    56  581  519  0  0 100  0  0
 0  0      0 21864108   1972 704508    0    0     0     0  566  489  0  0 100  0  0
 0  0      0 21864108   1972 704508    0    0     0     0  544  484  0  0 100  0  0
 0  0      0 21864108   1980 704500    0    0     0    64  594  534  0  0 100  0  0
 1  0      0 21864108   1980 704520    0    0     0     0  527  467  0  0 100  0  0
 0  0      0 21864108   1980 704520    0    0     0    60  552  486  0  0 100  0  0
 0  0      0 21864108   1980 704528    0    0     0     0  549  487  0  0 100  0  0
 0  0      0 21864108   1980 704528    0    0     0     0  631  522  0  0 100  0  0
 0  0      0 21864108   1988 704528    0    0     0    44  585  521  0  0 100  0  0
 0  0      0 21864108   1988 704528    0    0     0     0  562  476  0  0 100  0  0
 0  0      0 21864108   1988 704532    0    0     0    44  581  508  0  0 100  0  0
 0  0      0 21864108   1988 704540    0    0     0     0  617  541  0  0 100  0  0
 0  0      0 21864108   1988 704540    0    0     0     0  363  533  0  0 100  0  0
 0  0      0 21864108   1996 704540    0    0     0    44  386  586  0  0 100  0  0
 0  0      0 21864108   1996 704540    0    0     0     0  342  504  0  0 100  0  0
 0  0      0 21839492   3084 712256    0    0  9288    48 4931 4901  2  3 95  1  0
 0  0      0 21838736   3084 712776    0    0     0     0  728  714  0  0 100  0  0
 0  0      0 21838248   3084 712780    0    0     0     0  797  793  0  0 100  0  0
 0  0      0 21838248   3092 712772    0    0     0   216  766  741  0  0 100  0  0
 0  0      0 21838120   3092 712784    0    0     0     0  763  719  0  0 100  0  0
 0  0      0 21838724   3096 712780    0    0     4    96 1242 1043  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 21839060   3096 712788    0    0     0     0  745  759  0  0 100  0  0
 5  0      0 21803052   3096 712792    0    0     0     0 1737 1578  2  1 97  0  0
 0  0      0 21825480   3104 712800    0    0     4    72 2054 2287  7  1 92  0  0
 2  0      0 21764644   4228 730976    0    0 20196     0 5957 5405  4  3 93  1  0
 2  0      0 21554676   6432 742208    0    0 12824     0 10120 10099  7  6 85  2  0
 0  1      0 21481848   7320 752768    0    0 11408    80 8216 7297  5  2 90  2  0
 1  0      0 21498736   7496 753324    0    0   460     4 1908 1226  5  2 93  0  0
 1  0      0 21516376   7512 753336    0    0     8   136 1709 1016  5  2 93  0  0
 1  0      0 21536104   7516 753332    0    0     4     4 1288 1143  6  2 92  0  0
 0  0      0 21574688   7520 753352    0    0     4     4  876  891  4  2 94  0  0
 0  0      0 21574688   7528 753360    0    0     8    96  782  721  0  0 100  0  0
 0  0      0 21574688   7528 753372    0    0     0     0  741  672  0  0 100  0  0
 0  0      0 21604172   7536 753376    0    0     0   116  816  790  0  0 100  0  0
 0  0      0 21605480   7536 753376    0    0     0     0  788  752  0  0 100  0  0
 0  0      0 21605480   7536 753376    0    0     0     0  787  709  0  0 100  0  0
 0  0      0 21605480   7536 753384    0    0     0   124  724  663  0  0 100  0  0
 0  0      0 21605480   7536 753388    0    0     0     0  458  645  0  0 100  0  0
 4  0      0 21603716   7544 753392    0    0     0    64  884 1254  1  0 99  0  0
 0  0      0 21603464   7544 753392    0    0     0     0 1032  850  1  0 99  0  0
 0  0      0 21603464   7544 753400    0    0     0     0  805  656  0  0 100  0  0
 0  0      0 21639252   7552 753392    0    0     8    68  840  965  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 21641800   7552 753392    0    0     0     0  852 1060  0  0 100  0  0
 0  0      0 21642060   7560 753412    0    0     0    60  768  717  0  0 100  0  0
 0  0      0 21642060   7560 753416    0    0     0     0  661  616  0  0 100  0  0
 0  0      0 21642060   7560 753416    0    0     0     0  530  664  0  0 100  0  0
 0  0      0 21642060   7560 753416    0    0     0    68  471  666  0  0 100  0  0
 0  0      0 21640624   7560 753428    0    0     0     0  898  772  0  1 99  0  0
 0  0      0 21640624   7568 753412    0    0     0    64  918  803  0  0 99  0  0
 0  0      0 21640624   7568 753412    0    0     0     0  739  676  0  0 100  0  0
 0  0      0 21640624   7568 753412    0    0     0   120  766  683  0  0 100  0  0
 0  0      0 21640668   7568 753424    0    0     0     0  857  758  0  0 100  0  0
 0  0      0 21640668   7568 753424    0    0     0    64  922  791  0  0 100  0  0
 0  0      0 21639184   7576 753424    0    0     0    56  900  921  1  0 99  0  0
 0  0      0 21638932   7576 753428    0    0     0     0  703  766  0  0 100  0  0
 0  0      0 21638932   7576 753428    0    0     0     0  875  741  0  0 100  0  0
 0  0      0 21638932   7576 753432    0    0     0     0  895  725  0  0 100  0  0
 0  0      0 21638932   7576 753432    0    0     0    52  879  756  0  0 100  0  0
 1  0      0 21638932   7584 753444    0    0     0    44  858  750  0  0 100  0  0
 0  0      0 21638932   7584 753444    0    0     0     0  978  810  0  0 99  0  0
 0  0      0 21638932   7584 753452    0    0     0     0  735  749  0  0 100  0  0
 0  0      0 21638932   7584 753452    0    0     0     0  585  766  0  0 99  0  0
 0  0      0 21638680   7584 753452    0    0     0    48  561  754  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 21714756   7592 753452    0    0     0    56  954  844  0  0 99  0  0
 0  0      0 21715064   7592 753460    0    0     0     0  827  708  0  0 100  0  0
 0  0      0 21715064   7592 753460    0    0     0     0  878  738  0  0 99  0  0
 0  0      0 21715064   7592 753468    0    0     0     0  825  715  0  0 100  0  0
 0  0      0 21715064   7592 753468    0    0     0    56  923  777  0  0 100  0  0
 0  0      0 21715064   7600 753464    0    0     0    44  664  737  0  0 100  0  0
 0  0      0 21715064   7600 753472    0    0     0     0  517  718  0  0 100  0  0
 0  0      0 21715064   7600 753480    0    0     0     0  511  686  0  0 100  0  0
 7  0      0 21603416   8036 753408    0    0   600     4 3438 4787  5  1 94  0  0
 2  0      0 21530656   8392 757432    0    0  4224   280 3187 2527  9  3 88  0  0
 2  0      0 21382720   8600 783100    0    0 26708   180 5608 4004 11  4 85  1  0
 2  0      0 21204344  10624 865288    0    0 83724     0 7568 5204 21  3 74  2  0
 2  0      0 21033424  11364 915800    0    0 51736     0 6487 4984  9  2 87  2  0
 3  0      0 20772848  11732 1032512    0    0 117084     0 7231 6600  8  3 88  2  0
 2  0      0 20352144  11756 1270700    0    0 235984   400 7427 6652  9  4 84  2  0
 5  0      0 20133912  12796 1337468    0    0 67664     0 4444 4036  8  4 87  1  0
 2  0      0 19924080  14240 1405508    0    0 69128     0 5346 3976  9  3 87  1  0
 2  0      0 19740120  14700 1485388    0    0 80556     0 7763 6453  8  3 86  3  0
 2  0      0 19473060  15348 1601608    0    0 115932     0 6129 4733  8  3 87  2  0
 2  0      0 19214028  15672 1712984    0    0 111512     0 5403 4068  8  3 87  2  0
 2  1      0 18956500  15824 1913228    0    0 199468  1564 6684 4870  8  3 87  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 19568736  16064 2089572    0    0 175540     4 6425 4920  6  5 87  2  0
 2  1      0 19410532  16312 2120300    0    0 30848     0 6306 7498 10  3 86  1  0
19  0      0 19164940  17272 2165772    0    0 45956     0 8986 10935 25  4 70  1  0
 3  0      0 18899084  17408 2167604    0    0  1584     0 4610 3093 17  3 80  0  0
 3  0      0 18743448  17428 2168548    0    0   768   216 4456 1728 18  2 79  0  0
 4  0      0 18979496  17432 2265228    0    0 96376     0 5734 3143 14  4 80  1  0
 3  0      0 18982696  17432 2265264    0    0     0     0 3012 1135 11  3 87  0  0
 2  0      0 18785780  17432 2265532    0    0   268     0 2742 1011 11  2 87  0  0
 2  0      0 18402364  17564 2319832    0    0 54316    20 1892 1177 10  3 87  0  0
 2  0      0 18303872  17584 2342700    0    0 23480   108 2135 1462 18  2 81  0  0
 1  0      0 18946340  17588 2392956    0    0 49408     4 2158 2081  4  3 92  1  0
 1  0      0 18887664  17592 2393000    0    0    40     0 2241  987 12  1 87  0  0
 1  0      0 18801484  17596 2393184    0    0   116     0 2376 1960  5  1 94  0  0
 1  0      0 18701948  17608 2393192    0    0     4     0 2033 1102  5  2 93  0  0
 1  0      0 18606944  17616 2393196    0    0    40   116 1996 1010  5  2 93  0  0
 1  0      0 18483004  20048 2414088    0    0 23416     0 3141 2680  4  1 94  1  0
 3  0      0 18316948  20056 2560972    0    0 146596     0  903  880  1  1 98  0  0
 8  0      0 17591736  20056 2681784    0    0 120396     0 1214 1022  4  6 91  0  0
 1  0      0 17431764  20060 3011288    0    0 248540     0 2102 1827  5  5 91  0  0
 1  0      0 17655000  20072 3079712    0    0 68056    72 1779  978  6  1 93  0  0
18  0      0 18558564  20076 3089532    0    0 89548   136 4237 3060  4  3 92  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 18320180  20080 3089536    0    0     4     0 2520 1258 10  2 88  0  0
 1  0      0 18263284  20080 3089536    0    0     0     0 2509 1214 12  1 87  0  0
 1  0      0 18176100  20080 3089548    0    0     0     0 2250 1878  5  1 94  0  0
 1  0      0 18088152  20092 3089556    0    0     4   140 1173  866  5  1 93  0  0
 1  0      0 17997688  20092 3089560    0    0     0  1740  818  857  5  1 94  0  0
 0  0      0 17882020  20092 3089564    0    0     0     0 1116 1196  5  2 93  0  0
 1  0      0 17842716  20092 3089568    0    0     0     0 1291 1067  1  1 98  0  0
 1  0      0 17470104  20092 3161276    0    0     0     0 2401 1590  7  5 88  0  0
 1  0      0 17472616  20104 3169276    0    0     0    72 1604 1086  5  1 94  0  0
 1  0      0 18544020  20104 3089564    0    0     0     4 2550 1326 11  3 87  0  0
 1  0      0 18316980  20108 3089572    0    0     4   124 1811 1245  5  2 93  0  0
 1  0      0 18237852  20108 3089572    0    0     0     0 3054 2285 12  2 87  0  0
 1  0      0 18171868  20112 3089576    0    0     4     0  832  961  5  2 94  0  0
 1  0      0 18077120  20120 3089620    0    0     0    88  851  864  5  1 93  0  0
 1  0      0 17975324  20120 3089620    0    0     0     0 1760  942  5  1 94  0  0
 0  0      0 17883876  20120 3089620    0    0     0     0 1642  836  4  1 95  0  0
 1  0      0 17558776  20120 3089632    0    0     0     0 1698 1543  1  3 96  0  0
 1  0      0 17317628  20120 3169584    0    0     0     0 2842 1431  7  4 89  0  0
 1  0      0 17566744  20132 3169584    0    0     0    72  800  773  6  1 93  0  0
 1  0      0 18390600  20132 3089632    0    0     0    20 1521 1277 10  3 87  0  0
 1  0      0 18304172  20132 3089636    0    0     0     0 1085 1164  5  2 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 18224288  20132 3089636    0    0     0     0 1814 2124 12  1 87  0  0
 1  0      0 18146168  20132 3089648    0    0     0     0 1648  923  5  1 93  0  0
 1  0      0 18044864  20140 3089652    0    0     0    88 1747  799  6  1 94  0  0
 1  0      0 17938044  20140 3089652    0    0     0     0 1834  964  5  2 94  0  0
 0  0      0 17882856  20144 3089824    0    0   172     0 1009  692  2  0 97  0  0
 0  0      0 17876664  20276 3094424    0    0   132     0  757  812  0  0 100  0  0
 0  0      0 17870116  20276 3101460    0    0     0     0  906  894  0  0 100  0  0
 0  0      0 17862584  20284 3108768    0    0     0    48  998  970  0  0 100  0  0
 0  0      0 17855528  20284 3115836    0    0     0   112  952  936  0  0 99  0  0
 0  0      0 17850264  20284 3122772    0    0     0     0 1297 1036  0  0 99  0  0
 0  0      0 17844216  20284 3128816    0    0     0     0 1189  946  0  0 100  0  0
 1  0      0 17837564  20284 3135168    0    0     0     0 1407  993  0  2 98  0  0
 0  0      0 17831084  20292 3142628    0    0     0    72 1384 1033  0  0 99  0  0
 0  0      0 17824028  20292 3149544    0    0     0    12 1163 1025  0  0 99  0  0
 0  0      0 17816564  20292 3156128    0    0     0     0  838  913  0  0 100  0  0
 0  0      0 17807744  20292 3165068    0    0     0     0  895 1026  0  0 99  0  0
 0  0      0 17798924  20292 3173740    0    0     0     0  920 1094  0  0 100  0  0
 0  0      0 17790104  20300 3182748    0    0     0    60 1129 1080  0  0 99  0  0
 0  0      0 17782292  20300 3190376    0    0     0     0 1129 1018  0  0 99  0  0
 0  0      0 17768796  20300 3202752    0    0     0   124 1401  997  0  0 99  0  0
 1  0      0 17758744  20300 3212740    0    0     0     0 1448 1080  0  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 17748916  20300 3222516    0    0     0   120 1457 1108  0  0 99  0  0
 0  0      0 17740600  20308 3230944    0    0     0    48 1217 1022  0  0 99  0  0
 0  0      0 17734048  20308 3237652    0    0     0     0 1011  956  0  0 100  0  0
 0  0      0 17726992  20308 3244660    0    0     0     0  940  936  0  0 100  0  0
 0  0      0 17722708  20352 3248232    0    0    32     0 1362  941  0  0 99  0  0
 0  0      0 17715680  20352 3248272    0    0     0     0 1069  719  0  0 99  0  0
 0  0      0 17708636  20684 3253404    0    0  6180   132 1390 1057  0  0 99  0  0
 0  0      0 17652212  20688 3277612    0    0    56     0 11144 5909  1  3 96  0  0
